All accuracies:

File                                    Accuracy  

pred_arabic_12500_exp2_res84.txt        92.10     
pred_arabic_12500_exp2_res92.txt        92.90     
pred_arabic_12500_exp2_res71.txt        92.80     
pred_arabic_12500_exp2_res75.txt        91.90     
pred_arabic_12500_exp2_res100.txt       93.00     
pred_arabic_12500_exp2_res37.txt        92.70     
pred_arabic_12500_exp2_res60.txt        92.10     
pred_arabic_12500_exp2_res11.txt        93.00     
pred_arabic_12500_exp2_res21.txt        93.10     
pred_arabic_12500_exp2_res3.txt         92.30     
pred_arabic_12500_exp2_res64.txt        92.60     
pred_arabic_12500_exp2_res15.txt        93.70     
pred_arabic_12500_exp2_res13.txt        92.80     
pred_arabic_12500_exp2_res93.txt        92.50     
pred_arabic_12500_exp2_res52.txt        91.80     
pred_arabic_12500_exp2_res7.txt         91.60     
pred_arabic_12500_exp2_res59.txt        92.60     
pred_arabic_12500_exp2_res54.txt        92.20     
pred_arabic_12500_exp2_res9.txt         92.80     
pred_arabic_12500_exp2_res72.txt        92.70     
pred_arabic_12500_exp2_res53.txt        92.40     
pred_arabic_12500_exp2_res98.txt        92.80     
pred_arabic_12500_exp2_res78.txt        92.60     
pred_arabic_12500_exp2_res16.txt        92.30     
pred_arabic_12500_exp2_res79.txt        92.70     
pred_arabic_12500_exp2_res47.txt        92.90     
pred_arabic_12500_exp2_res70.txt        92.80     
pred_arabic_12500_exp2_res4.txt         92.20     
pred_arabic_12500_exp2_res81.txt        92.40     
pred_arabic_12500_exp2_res68.txt        92.50     
pred_arabic_12500_exp2_res95.txt        92.40     
pred_arabic_12500_exp2_res50.txt        93.40     
pred_arabic_12500_exp2_res8.txt         92.80     
pred_arabic_12500_exp2_res24.txt        93.60     
pred_arabic_12500_exp2_res36.txt        93.50     
pred_arabic_12500_exp2_res62.txt        93.10     
pred_arabic_12500_exp2_res27.txt        92.40     
pred_arabic_12500_exp2_res14.txt        92.20     
pred_arabic_12500_exp2_res43.txt        92.50     
pred_arabic_12500_exp2_res51.txt        93.30     
pred_arabic_12500_exp2_res12.txt        92.80     
pred_arabic_12500_exp2_res89.txt        92.10     
pred_arabic_12500_exp2_res32.txt        93.10     
pred_arabic_12500_exp2_res38.txt        93.50     
pred_arabic_12500_exp2_res35.txt        92.50     
pred_arabic_12500_exp2_res80.txt        93.10     
pred_arabic_12500_exp2_res57.txt        92.70     
pred_arabic_12500_exp2_res45.txt        93.40     
pred_arabic_12500_exp2_res41.txt        94.00     
pred_arabic_12500_exp2_res90.txt        92.70     
pred_arabic_12500_exp2_res44.txt        92.50     
pred_arabic_12500_exp2_res2.txt         92.30     
pred_arabic_12500_exp2_res42.txt        91.90     
pred_arabic_12500_exp2_res55.txt        92.70     
pred_arabic_12500_exp2_res26.txt        91.00     
pred_arabic_12500_exp2_res85.txt        92.80     
pred_arabic_12500_exp2_res46.txt        94.00     
pred_arabic_12500_exp2_res18.txt        93.00     
pred_arabic_12500_exp2_res48.txt        92.00     
pred_arabic_12500_exp2_res74.txt        92.10     
pred_arabic_12500_exp2_res28.txt        92.50     
pred_arabic_12500_exp2_res10.txt        92.70     
pred_arabic_12500_exp2_res5.txt         91.30     
pred_arabic_12500_exp2_res97.txt        92.70     
pred_arabic_12500_exp2_res67.txt        93.00     
pred_arabic_12500_exp2_res63.txt        91.30     
pred_arabic_12500_exp2_res73.txt        92.70     
pred_arabic_12500_exp2_res40.txt        92.40     
pred_arabic_12500_exp2_res76.txt        93.70     
pred_arabic_12500_exp2_res30.txt        92.90     
pred_arabic_12500_exp2_res99.txt        92.90     
pred_arabic_12500_exp2_res96.txt        91.80     
pred_arabic_12500_exp2_res86.txt        92.20     
pred_arabic_12500_exp2_res1.txt         92.90     
pred_arabic_12500_exp2_res17.txt        93.10     
pred_arabic_12500_exp2_res58.txt        93.40     
pred_arabic_12500_exp2_res20.txt        92.90     
pred_arabic_12500_exp2_res19.txt        93.40     
pred_arabic_12500_exp2_res39.txt        92.90     
pred_arabic_12500_exp2_res87.txt        93.30     
pred_arabic_12500_exp2_res29.txt        92.00     
pred_arabic_12500_exp2_res25.txt        92.50     
pred_arabic_12500_exp2_res49.txt        92.60     
pred_arabic_12500_exp2_res82.txt        92.30     
pred_arabic_12500_exp2_res22.txt        93.00     
pred_arabic_12500_exp2_res88.txt        92.40     
pred_arabic_12500_exp2_res66.txt        92.90     
pred_arabic_12500_exp2_res65.txt        92.80     
pred_arabic_12500_exp2_res34.txt        92.30     
arabic_exp2_weighted_voted.txt          96.40     
pred_arabic_12500_exp2_res69.txt        93.10     
pred_arabic_12500_exp2_res56.txt        92.90     
arabic_exp2_voted.txt                   96.30     
pred_arabic_12500_exp2_res83.txt        93.00     
pred_arabic_12500_exp2_res77.txt        93.10     
pred_arabic_12500_exp2_res91.txt        92.30     
pred_arabic_12500_exp2_res61.txt        93.10     
pred_arabic_12500_exp2_res23.txt        91.90     
pred_arabic_12500_exp2_res6.txt         92.50     
pred_arabic_12500_exp2_res33.txt        91.50     
pred_arabic_12500_exp2_res31.txt        92.70     
pred_arabic_12500_exp2_res94.txt        92.60     

Average accuracy of s1-s100 models:     92.66                                   
